"geneID"	"Function"
"372"	"Rsub_00805"	"NOP4, RBM28; nucleolar protein 4"
"373"	"Rsub_00812"	"PPP3R, CNB; serine/threonine-protein phosphatase 2B regulatory subunit"
"374"	"Rsub_00813"	"RP-L28, MRPL28, rpmB; large subunit ribosomal protein L28"
"375"	"Rsub_00817"	"MAN1B, MNS3; endoplasmic reticulum Man9GlcNAc2 1,2-alpha-mannosidase [EC:3.2.1.209]"
"376"	"Rsub_00819"	"RNF1_2; E3 ubiquitin-protein ligase RNF1/2 [EC:2.3.2.27]"
"377"	"Rsub_00822"	"HIS7; imidazole glycerol-phosphate synthase [EC:4.3.2.10]"
"378"	"Rsub_00825"	"hypothetical_protein"
"379"	"Rsub_00833"	"PSMC5, RPT6; 26S proteasome regulatory subunit T6"
"380"	"Rsub_00834"	"hypothetical_protein"
"381"	"Rsub_00837"	"hypothetical_protein"
"382"	"Rsub_00844"	"WEE1; wee1-like protein kinase [EC:2.7.11.1]"
"383"	"Rsub_00845"	"PPT; palmitoyl-protein thioesterase [EC:3.1.2.22]"
"384"	"Rsub_00847"	"hypothetical_protein"
"385"	"Rsub_00849"	"hypothetical_protein"
"386"	"Rsub_00853"	"RPC11, POLR3K; DNA-directed RNA polymerase III subunit RPC11"
"387"	"Rsub_00856"	"hypothetical_protein"
"388"	"Rsub_00862"	"hypothetical_protein"
"389"	"Rsub_00865"	"hypothetical_protein"
"390"	"Rsub_00866"	"hypothetical_protein"
"391"	"Rsub_00867"	"obgE, cgtA, MTG2; GTPase [EC:3.6.5.-]"
"392"	"Rsub_00869"	"hypothetical_protein"
"393"	"Rsub_00870"	"hypothetical_protein"
"394"	"Rsub_00871"	"NAE1, APPBP1; NEDD8-activating enzyme E1 regulatory subunit"
"395"	"Rsub_00874"	"TC.ZIP, zupT, ZRT3, ZIP2; zinc transporter, ZIP family"
"396"	"Rsub_00880"	"PRPF40, PRP40; pre-mRNA-processing factor 40"
"397"	"Rsub_00883"	"ZDS, crtQ; zeta-carotene desaturase [EC:1.3.5.6]"
"398"	"Rsub_00886"	"hypothetical_protein"
"399"	"Rsub_00889"	"hypothetical_protein"
"400"	"Rsub_00890"	"hypothetical_protein"
"401"	"Rsub_00894"	"H3; histone H3"
"402"	"Rsub_00895"	"hypothetical_protein"
"403"	"Rsub_00896"	"hypothetical_protein"
"404"	"Rsub_00902"	"hypothetical_protein"
"405"	"Rsub_00903"	"RP-S4e, RPS4; small subunit ribosomal protein S4e"
"406"	"Rsub_00906"	"MSI; RNA-binding protein Musashi"
"407"	"Rsub_00913"	"hypothetical_protein"
"408"	"Rsub_00915"	"ELMOD; ELMO domain-containing protein"
"409"	"Rsub_00918"	"CYP51; sterol 14alpha-demethylase [EC:1.14.14.154 1.14.15.36]"
"410"	"Rsub_00921"	"RP-L21, MRPL21, rplU; large subunit ribosomal protein L21"
"411"	"Rsub_00922"	"SCO1; protein SCO1"
"412"	"Rsub_00927"	"hypothetical_protein"
"413"	"Rsub_00928"	"hypothetical_protein"
"414"	"Rsub_00929"	"hypothetical_protein"
"415"	"Rsub_00930"	"hypothetical_protein"
"416"	"Rsub_00931"	"hypothetical_protein"
"417"	"Rsub_00932"	"hypothetical_protein"
"418"	"Rsub_00935"	"hypothetical_protein"
"419"	"Rsub_00937"	"dut, DUT; dUTP diphosphatase [EC:3.6.1.23]"
"420"	"Rsub_00938"	"AFG3; AFG3 family protein [EC:3.4.24.-]"
"421"	"Rsub_00939"	"TRAPPC4, TRS23; trafficking protein particle complex subunit 4"
"422"	"Rsub_00941"	"metC; cysteine-S-conjugate beta-lyase [EC:4.4.1.13]"
"423"	"Rsub_00943"	"hypothetical_protein"
"424"	"Rsub_00946"	"hypothetical_protein"
"425"	"Rsub_00948"	"hypothetical_protein"
"426"	"Rsub_00949"	"UBE2G1, UBC7; ubiquitin-conjugating enzyme E2 G1 [EC:2.3.2.23]"
"427"	"Rsub_00950"	"hypothetical_protein"
"428"	"Rsub_00951"	"hypothetical_protein"
"429"	"Rsub_00952"	"E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase [EC:1.3.3.6]"
"430"	"Rsub_00954"	"hypothetical_protein"
"431"	"Rsub_00957"	"DLD, lpd, pdhD; dihydrolipoyl dehydrogenase [EC:1.8.1.4]"
"432"	"Rsub_00959"	"ABCB10; ATP-binding cassette, subfamily B (MDR/TAP), member 10"
"433"	"Rsub_00964"	"RNF4; E3 ubiquitin-protein ligase RNF4 [EC:2.3.2.27]"
"434"	"Rsub_00965"	"NDC1, ndbB; demethylphylloquinone reductase [EC:1.6.5.12]"
"435"	"Rsub_00966"	"PYG, glgP; glycogen phosphorylase [EC:2.4.1.1]"
"436"	"Rsub_00967"	"EREBP; EREBP-like factor"
"437"	"Rsub_00970"	"hypothetical_protein"
"438"	"Rsub_00971"	"hypothetical_protein"
"439"	"Rsub_00975"	"hemK, prmC, HEMK; release factor glutamine methyltransferase [EC:2.1.1.297]"
"440"	"Rsub_00976"	"DNAH; dynein axonemal heavy chain"
"441"	"Rsub_00977"	"PREP; prolyl oligopeptidase [EC:3.4.21.26]"
"442"	"Rsub_00978"	"PREP; prolyl oligopeptidase [EC:3.4.21.26]"
"443"	"Rsub_00983"	"PRPF8, PRP8; pre-mRNA-processing factor 8"
"444"	"Rsub_00984"	"SART3, TIP110; squamous cell carcinoma antigen recognized by T-cells 3"
"445"	"Rsub_00985"	"hypothetical_protein"
"446"	"Rsub_00986"	"hypothetical_protein"
"447"	"Rsub_00988"	"CTH; cystathionine gamma-lyase [EC:4.4.1.1]"
"448"	"Rsub_00989"	"CBS; cystathionine beta-synthase [EC:4.2.1.22]"
"449"	"Rsub_00991"	"hypothetical_protein"
"450"	"Rsub_00992"	"TIM22; mitochondrial import inner membrane translocase subunit TIM22"
"451"	"Rsub_00994"	"hypothetical_protein"
"452"	"Rsub_00996"	"hypothetical_protein"
"453"	"Rsub_00997"	"hypothetical_protein"
"454"	"Rsub_01004"	"hypothetical_protein"
"455"	"Rsub_01005"	"hypothetical_protein"
"456"	"Rsub_01008"	"hypothetical_protein"
"457"	"Rsub_01010"	"hypothetical_protein"
"458"	"Rsub_01014"	"P4HA; prolyl 4-hydroxylase [EC:1.14.11.2]"
"459"	"Rsub_01015"	"hypothetical_protein"
"460"	"Rsub_01017"	"hypothetical_protein"
"461"	"Rsub_01018"	"RFA2, RPA2; replication factor A2"
"462"	"Rsub_01019"	"PDHA, pdhA; pyruvate dehydrogenase E1 component subunit alpha [EC:1.2.4.1]"
"463"	"Rsub_01023"	"hypothetical_protein"
"464"	"Rsub_01028"	"hypothetical_protein"
"465"	"Rsub_01031"	"chlI, bchI; magnesium chelatase subunit I [EC:6.6.1.1]"
"466"	"Rsub_01032"	"RP-L7Ae, RPL7A; large subunit ribosomal protein L7Ae"
"467"	"Rsub_01034"	"hypothetical_protein"
"468"	"Rsub_01035"	"hypothetical_protein"
"469"	"Rsub_01036"	"hypothetical_protein"
"470"	"Rsub_01040"	"RIOK2; RIO kinase 2 [EC:2.7.11.1]"
"471"	"Rsub_01042"	"CSL4, EXOSC1; exosome complex component CSL4"
"472"	"Rsub_01044"	"ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]"
"473"	"Rsub_01046"	"IPO9, RANBP9; importin-9"
"474"	"Rsub_01048"	"cysK; cysteine synthase [EC:2.5.1.47]"
"475"	"Rsub_01049"	"RFC3_5; replication factor C subunit 3/5"
"476"	"Rsub_01051"	"folB; 7,8-dihydroneopterin aldolase/epimerase/oxygenase [EC:4.1.2.25 5.1.99.8 1.13.11.81]"
"477"	"Rsub_01052"	"hypothetical_protein"
"478"	"Rsub_01055"	"hypothetical_protein"
"479"	"Rsub_01056"	"EIF5A; translation initiation factor 5A"
"480"	"Rsub_01059"	"hypothetical_protein"
"481"	"Rsub_01064"	"CARM1, PRMT4; type I protein arginine methyltransferase [EC:2.1.1.319]"
"482"	"Rsub_01065"	"comEB; dCMP deaminase [EC:3.5.4.12]"
"483"	"Rsub_01067"	"CDC14; cell division cycle 14 [EC:3.1.3.16 3.1.3.48]"
"484"	"Rsub_01071"	"hypothetical_protein"
"485"	"Rsub_01074"	"RFA2, RPA2; replication factor A2"
"486"	"Rsub_01079"	"hypothetical_protein"
"487"	"Rsub_01080"	"cysK; cysteine synthase [EC:2.5.1.47]"
"488"	"Rsub_01082"	"hypothetical_protein"
"489"	"Rsub_01084"	"hypothetical_protein"
"490"	"Rsub_01085"	"hypothetical_protein"
"491"	"Rsub_01089"	"hypothetical_protein"
"492"	"Rsub_01090"	"hypothetical_protein"
"493"	"Rsub_01091"	"hypothetical_protein"
"494"	"Rsub_01092"	"hypothetical_protein"
"495"	"Rsub_01093"	"PTGES2; microsomal prostaglandin-E synthase 2 [EC:5.3.99.3]"
"496"	"Rsub_01095"	"WDR90; WD repeat-containing protein 90"
"497"	"Rsub_01102"	"hypothetical_protein"
"498"	"Rsub_01103"	"PPCS, COAB; phosphopantothenate---cysteine ligase (ATP) [EC:6.3.2.51]"
"499"	"Rsub_01104"	"COBRA1, NELFB; negative elongation factor B"
"500"	"Rsub_01110"	"hypothetical_protein"
"501"	"Rsub_01111"	"DIP2, UTP12, WDR3; U3 small nucleolar RNA-associated protein 12"
"502"	"Rsub_01115"	"hypothetical_protein"
"503"	"Rsub_01117"	"hypothetical_protein"
"504"	"Rsub_01120"	"UTP21, WDR36; U3 small nucleolar RNA-associated protein 21"
"505"	"Rsub_01121"	"hypothetical_protein"
"506"	"Rsub_01122"	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"
"507"	"Rsub_01123"	"hypothetical_protein"
"508"	"Rsub_01124"	"RPABC3, RPB8, POLR2H; DNA-directed RNA polymerases I, II, and III subunit RPABC3"
"509"	"Rsub_01125"	"hypothetical_protein"
"510"	"Rsub_01126"	"GPKOW; G patch domain and KOW motifs-containing protein"
"511"	"Rsub_01128"	"hypothetical_protein"
"512"	"Rsub_01129"	"YCG1, CAPG; condensin complex subunit 3"
"513"	"Rsub_01130"	"hypothetical_protein"
"514"	"Rsub_01133"	"hypothetical_protein"
"515"	"Rsub_01136"	"SLC47A, MATE, DTX; MATE family, multidrug and toxin extrusion protein"
"516"	"Rsub_01137"	"EDEM2; ER degradation enhancer, mannosidase alpha-like 2"
"517"	"Rsub_01140"	"MGD; 1,2-diacylglycerol 3-beta-galactosyltransferase [EC:2.4.1.46]"
"518"	"Rsub_01144"	"APC2, ANAPC2; anaphase-promoting complex subunit 2"
"519"	"Rsub_01145"	"hypothetical_protein"
"520"	"Rsub_01146"	"hypothetical_protein"
"521"	"Rsub_01147"	"CYB561; transmembrane ascorbate-dependent reductase [EC:7.2.1.3]"
"522"	"Rsub_01148"	"hypothetical_protein"
"523"	"Rsub_01149"	"hypothetical_protein"
"524"	"Rsub_01150"	"KCTD7_14; BTB/POZ domain-containing protein KCTD7/14"
"525"	"Rsub_01151"	"RP-L22e, RPL22; large subunit ribosomal protein L22e"
"526"	"Rsub_01152"	"NOG1; nucleolar GTP-binding protein"
"527"	"Rsub_01153"	"cysE; serine O-acetyltransferase [EC:2.3.1.30]"
"528"	"Rsub_01155"	"hypothetical_protein"
"529"	"Rsub_01161"	"EBP; cholestenol Delta-isomerase [EC:5.3.3.5]"
"530"	"Rsub_01162"	"hypothetical_protein"
"531"	"Rsub_01164"	"hypothetical_protein"
"532"	"Rsub_01165"	"HGD, hmgA; homogentisate 1,2-dioxygenase [EC:1.13.11.5]"
"533"	"Rsub_01166"	"RP-L15e, RPL15; large subunit ribosomal protein L15e"
"534"	"Rsub_01167"	"REX1, REXO1, REXO5, RNH70; RNA exonuclease [EC:3.1.-.-]"
"535"	"Rsub_01168"	"QTRT1; queuine tRNA-ribosyltransferase catalytic subunit [EC:2.4.2.64]"
"536"	"Rsub_01170"	"TTI1; TELO2-interacting protein 1"
"537"	"Rsub_01171"	"hypothetical_protein"
"538"	"Rsub_01173"	"hypothetical_protein"
"539"	"Rsub_01174"	"RBM23_39; RNA-binding protein 23/39"
"540"	"Rsub_01175"	"hypothetical_protein"
"541"	"Rsub_01176"	"hypothetical_protein"
"542"	"Rsub_01177"	"TAD3, ADAT3; tRNA-specific adenosine deaminase 3"
"543"	"Rsub_01179"	"RPA12, POLR1H, ZNRD1; DNA-directed RNA polymerase I subunit RPA12"
"544"	"Rsub_01180"	"hypothetical_protein"
"545"	"Rsub_01181"	"PSMA5; 20S proteasome subunit alpha 5 [EC:3.4.25.1]"
"546"	"Rsub_01186"	"hypothetical_protein"
"547"	"Rsub_01188"	"hypothetical_protein"
"548"	"Rsub_01190"	"hypothetical_protein"
"549"	"Rsub_01196"	"hypothetical_protein"
"550"	"Rsub_01198"	"hypothetical_protein"
"551"	"Rsub_01200"	"hypothetical_protein"
"552"	"Rsub_01201"	"STP; MFS transporter, SP family, sugar:H+ symporter"
"553"	"Rsub_01203"	"hypothetical_protein"
"554"	"Rsub_01205"	"rlmN; 23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]"
"555"	"Rsub_01209"	"hypothetical_protein"
"556"	"Rsub_01210"	"hypothetical_protein"
"557"	"Rsub_01211"	"hypothetical_protein"
"558"	"Rsub_01214"	"ORC4; origin recognition complex subunit 4"
"559"	"Rsub_01215"	"E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]"
"560"	"Rsub_01216"	"hypothetical_protein"
"561"	"Rsub_01217"	"SNRPB, SMB; small nuclear ribonucleoprotein B and B'"
"562"	"Rsub_01221"	"pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]"
"563"	"Rsub_01223"	"hypothetical_protein"
"564"	"Rsub_01224"	"ESP1; separase [EC:3.4.22.49]"
"565"	"Rsub_01226"	"hypothetical_protein"
"566"	"Rsub_01227"	"hypothetical_protein"
"567"	"Rsub_01228"	"hypothetical_protein"
"568"	"Rsub_01229"	"RP-L13Ae, RPL13A; large subunit ribosomal protein L13Ae"
"569"	"Rsub_01230"	"hypothetical_protein"
"570"	"Rsub_01231"	"hypothetical_protein"
"571"	"Rsub_01232"	"hypothetical_protein"
"572"	"Rsub_01233"	"PK, pyk; pyruvate kinase [EC:2.7.1.40]"
"573"	"Rsub_01236"	"TNPO1, IPO2, KPNB2; transportin-1"
"574"	"Rsub_01237"	"hypothetical_protein"
"575"	"Rsub_01238"	"hypothetical_protein"
"576"	"Rsub_01244"	"PEO1; twinkle protein [EC:5.6.2.3]"
"577"	"Rsub_01245"	"PEO1; twinkle protein [EC:5.6.2.3]"
"578"	"Rsub_01249"	"hypothetical_protein"
"579"	"Rsub_01252"	"hypothetical_protein"
"580"	"Rsub_01253"	"VARS, valS; valyl-tRNA synthetase [EC:6.1.1.9]"
"581"	"Rsub_01254"	"hypothetical_protein"
"582"	"Rsub_01255"	"CCNB; G2/mitotic-specific cyclin-B, other"
"583"	"Rsub_01256"	"GRPE; molecular chaperone GrpE"
"584"	"Rsub_01257"	"RAV; RAV-like factor"
"585"	"Rsub_01263"	"hypothetical_protein"
"586"	"Rsub_01265"	"truA, PUS1; tRNA pseudouridine38-40 synthase [EC:5.4.99.12]"
"587"	"Rsub_01266"	"glgA; starch synthase [EC:2.4.1.21]"
"588"	"Rsub_01267"	"hypothetical_protein"
"589"	"Rsub_01270"	"ADIPOR; adiponectin receptor"
"590"	"Rsub_01271"	"hypothetical_protein"
"591"	"Rsub_01280"	"hypothetical_protein"
"592"	"Rsub_01281"	"hypothetical_protein"
"593"	"Rsub_01282"	"hypothetical_protein"
"594"	"Rsub_01283"	"WARS, trpS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]"
"595"	"Rsub_01285"	"hypothetical_protein"
"596"	"Rsub_01286"	"hypothetical_protein"
"597"	"Rsub_01287"	"hypothetical_protein"
"598"	"Rsub_01289"	"hypothetical_protein"
"599"	"Rsub_01291"	"hypothetical_protein"
"600"	"Rsub_01294"	"MRPL47, NCM1; large subunit ribosomal protein L47"
"601"	"Rsub_01299"	"AARS, alaS; alanyl-tRNA synthetase [EC:6.1.1.7]"
"602"	"Rsub_01300"	"hypothetical_protein"
"603"	"Rsub_01305"	"ATAD1, MSP1; outer mitochondrial transmembrane helix translocase"
"604"	"Rsub_01306"	"PANK4; bifunctional damage-control phosphatase, subfamily II, fusion protein"
"605"	"Rsub_01310"	"lysC; aspartate kinase [EC:2.7.2.4]"
"606"	"Rsub_01312"	"hypothetical_protein"
"607"	"Rsub_01316"	"hypothetical_protein"
"608"	"Rsub_01318"	"ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]"
"609"	"Rsub_01319"	"prlC; oligopeptidase A [EC:3.4.24.70]"
"610"	"Rsub_01325"	"hypothetical_protein"
"611"	"Rsub_01331"	"RP-L27, MRPL27, rpmA; large subunit ribosomal protein L27"
"612"	"Rsub_01332"	"SLC39A1_2_3, ZIP1_2_3; solute carrier family 39 (zinc transporter), member 1/2/3"
"613"	"Rsub_01333"	"hypothetical_protein"
"614"	"Rsub_01338"	"DRS2, ATP8A; phospholipid-transporting ATPase [EC:7.6.2.1]"
"615"	"Rsub_01343"	"hypothetical_protein"
"616"	"Rsub_01345"	"hypothetical_protein"
"617"	"Rsub_01346"	"NDUFS1; NADH dehydrogenase (ubiquinone) Fe-S protein 1 [EC:7.1.1.2]"
"618"	"Rsub_01348"	"RPB11, POLR2J; DNA-directed RNA polymerase II subunit RPB11"
"619"	"Rsub_01349"	"ERN1; serine/threonine-protein kinase/endoribonuclease IRE1 [EC:2.7.11.1 3.1.26.-]"
"620"	"Rsub_01535"	"ERCC6, CSB, RAD26; DNA excision repair protein ERCC-6"
"621"	"Rsub_01537"	"hypothetical_protein"
"622"	"Rsub_01540"	"pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]"
"623"	"Rsub_01542"	"hypothetical_protein"
"624"	"Rsub_01544"	"CUL1, CDC53; cullin 1"
"625"	"Rsub_01548"	"UBE2K, HIP2, UBC1; ubiquitin-conjugating enzyme (huntingtin interacting protein 2) [EC:2.3.2.23]"
"626"	"Rsub_01549"	"hypothetical_protein"
"627"	"Rsub_01553"	"GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]"
"628"	"Rsub_01558"	"hypothetical_protein"
"629"	"Rsub_01563"	"hypothetical_protein"
"630"	"Rsub_01564"	"hypothetical_protein"
"631"	"Rsub_01569"	"dcyD; D-cysteine desulfhydrase [EC:4.4.1.15]"
"632"	"Rsub_01570"	"E3.5.1.4, amiE; amidase [EC:3.5.1.4]"
"633"	"Rsub_01572"	"fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]"
"634"	"Rsub_01575"	"hypothetical_protein"
"635"	"Rsub_01576"	"FIGNL1; fidgetin-like protein 1 [EC:5.6.2.-]"
"636"	"Rsub_01585"	"hypothetical_protein"
"637"	"Rsub_01587"	"DIS3L2; DIS3-like exonuclease 2 [EC:3.1.13.-]"
"638"	"Rsub_01588"	"hypothetical_protein"
"639"	"Rsub_01591"	"HIBCH; 3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4]"
"640"	"Rsub_01593"	"hypothetical_protein"
"641"	"Rsub_01596"	"E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit [EC:2.2.1.6]"
"642"	"Rsub_01597"	"hypothetical_protein"
"643"	"Rsub_01599"	"hypothetical_protein"
"644"	"Rsub_01600"	"hypothetical_protein"
"645"	"Rsub_01601"	"PIPOX; sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]"
"646"	"Rsub_01605"	"hypothetical_protein"
"647"	"Rsub_01606"	"DNAJC14; DnaJ homolog subfamily C member 14"
"648"	"Rsub_01607"	"E3.2.1.2; beta-amylase [EC:3.2.1.2]"
"649"	"Rsub_01614"	"hypothetical_protein"
"650"	"Rsub_01619"	"DPP1, DPPL, PLPP4_5; diacylglycerol diphosphate phosphatase / phosphatidate phosphatase [EC:3.6.1.75 3.1.3.4]"
"651"	"Rsub_01620"	"MYBP; transcription factor MYB, plant"
"652"	"Rsub_01621"	"hypothetical_protein"
"653"	"Rsub_01622"	"lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]"
"654"	"Rsub_01625"	"CANX; calnexin"
"655"	"Rsub_01626"	"AURKX; aurora kinase, other [EC:2.7.11.1]"
"656"	"Rsub_01629"	"hypothetical_protein"
"657"	"Rsub_01630"	"hypothetical_protein"
"658"	"Rsub_01632"	"hypothetical_protein"
"659"	"Rsub_01634"	"hypothetical_protein"
"660"	"Rsub_01635"	"hypothetical_protein"
"661"	"Rsub_01639"	"hypothetical_protein"
"662"	"Rsub_01640"	"hypothetical_protein"
"663"	"Rsub_01642"	"hypothetical_protein"
"664"	"Rsub_01644"	"hypothetical_protein"
"665"	"Rsub_01645"	"hscB, HSCB, HSC20; molecular chaperone HscB"
"666"	"Rsub_01648"	"hypothetical_protein"
"667"	"Rsub_01653"	"hypothetical_protein"
"668"	"Rsub_01657"	"hypothetical_protein"
"669"	"Rsub_01659"	"hypothetical_protein"
"670"	"Rsub_01662"	"hypothetical_protein"
"671"	"Rsub_01664"	"hypothetical_protein"
"672"	"Rsub_01665"	"hypothetical_protein"
"673"	"Rsub_01670"	"otsB; trehalose 6-phosphate phosphatase [EC:3.1.3.12]"
"674"	"Rsub_01673"	"hypothetical_protein"
"675"	"Rsub_01674"	"hypothetical_protein"
"676"	"Rsub_01679"	"RP-S3Ae, RPS3A; small subunit ribosomal protein S3Ae"
"677"	"Rsub_01681"	"hypothetical_protein"
"678"	"Rsub_01682"	"RP-L7e, RPL7; large subunit ribosomal protein L7e"
"679"	"Rsub_01685"	"hypothetical_protein"
"680"	"Rsub_01686"	"hypothetical_protein"
"681"	"Rsub_01688"	"FAP; fatty acid photodecarboxylase [EC:4.1.1.106]"
"682"	"Rsub_01690"	"SMYD; [histone H3]-lysine4/36 N-trimethyltransferase SMYD [EC:2.1.1.354 2.1.1.357]"
"683"	"Rsub_01693"	"KRR1; ribosomal RNA assembly protein"
"684"	"Rsub_01695"	"hypothetical_protein"
"685"	"Rsub_01696"	"hypothetical_protein"
"686"	"Rsub_01698"	"hypothetical_protein"
"687"	"Rsub_01699"	"GLYK; D-glycerate 3-kinase [EC:2.7.1.31]"
"688"	"Rsub_01700"	"ITPK1; inositol-1,3,4-trisphosphate 5/6-kinase / inositol-tetrakisphosphate 1-kinase [EC:2.7.1.159 2.7.1.134]"
"689"	"Rsub_01701"	"hypothetical_protein"
"690"	"Rsub_01703"	"MCM2; DNA replication licensing factor MCM2 [EC:5.6.2.3]"
"691"	"Rsub_01705"	"gatB, PET112; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]"
"692"	"Rsub_01706"	"hypothetical_protein"
"693"	"Rsub_01707"	"DEP1; methylthioribulose 1-phosphate dehydratase / enolase-phosphatase E1 [EC:4.2.1.109 3.1.3.77]"
"694"	"Rsub_01708"	"NDUFAB1; NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1, acyl-carrier protein"
"695"	"Rsub_01710"	"ESRP1_2; epithelial splicing regulatory protein 1/2"
"696"	"Rsub_01712"	"hypothetical_protein"
"697"	"Rsub_01713"	"hypothetical_protein"
"698"	"Rsub_01717"	"EREBP; EREBP-like factor"
"699"	"Rsub_01719"	"MNAT1; CDK-activating kinase assembly factor MAT1"
"700"	"Rsub_01724"	"CSNK2A; casein kinase II subunit alpha [EC:2.7.11.1]"
"701"	"Rsub_01725"	"MCM9; DNA helicase MCM9 [EC:5.6.2.4]"
"702"	"Rsub_01727"	"hypothetical_protein"
"703"	"Rsub_01729"	"hypothetical_protein"
"704"	"Rsub_01730"	"hypothetical_protein"
"705"	"Rsub_01731"	"hypothetical_protein"
"706"	"Rsub_01732"	"dtd, DTD; D-aminoacyl-tRNA deacylase [EC:3.1.1.96]"
"707"	"Rsub_01734"	"hypothetical_protein"
"708"	"Rsub_01736"	"hypothetical_protein"
"709"	"Rsub_01738"	"SRP9; signal recognition particle subunit SRP9"
"710"	"Rsub_01739"	"hypothetical_protein"
"711"	"Rsub_01740"	"hypothetical_protein"
"712"	"Rsub_01741"	"hypothetical_protein"
"713"	"Rsub_01742"	"hypothetical_protein"
"714"	"Rsub_01744"	"hypothetical_protein"
"715"	"Rsub_01745"	"hypothetical_protein"
"716"	"Rsub_01746"	"GLYR; glyoxylate/succinic semialdehyde reductase [EC:1.1.1.79 1.1.1.-]"
"717"	"Rsub_01747"	"RAI1, DOM3Z; RAT1-interacting protein"
"718"	"Rsub_01748"	"PNO1, DIM2; RNA-binding protein PNO1"
"719"	"Rsub_01749"	"hypothetical_protein"
"720"	"Rsub_01750"	"hypothetical_protein"
"721"	"Rsub_01352"	"hypothetical_protein"
"722"	"Rsub_01353"	"hypothetical_protein"
"723"	"Rsub_01354"	"USP36_42; ubiquitin carboxyl-terminal hydrolase 36/42 [EC:3.4.19.12]"
"724"	"Rsub_01356"	"TAD1, ADAT1; tRNA-specific adenosine deaminase 1 [EC:3.5.4.34]"
"725"	"Rsub_01358"	"hypothetical_protein"
"726"	"Rsub_01361"	"hypothetical_protein"
"727"	"Rsub_01362"	"hypothetical_protein"
"728"	"Rsub_01363"	"E3.2.1.14; chitinase [EC:3.2.1.14]"
"729"	"Rsub_01364"	"RRS1; regulator of ribosome biosynthesis"
"730"	"Rsub_01365"	"hypothetical_protein"
"731"	"Rsub_01370"	"hypothetical_protein"
"732"	"Rsub_01371"	"PITRM1, PreP, CYM1; presequence protease [EC:3.4.24.-]"
"733"	"Rsub_01372"	"hypothetical_protein"
"734"	"Rsub_01381"	"hypothetical_protein"
"735"	"Rsub_01386"	"hypothetical_protein"
"736"	"Rsub_01387"	"hypothetical_protein"
"737"	"Rsub_01390"	"LSC2; succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5]"
"738"	"Rsub_01392"	"PCBP3_4; poly(rC)-binding protein 3/4"
"739"	"Rsub_01395"	"hypothetical_protein"
"740"	"Rsub_01396"	"hypothetical_protein"
"741"	"Rsub_01397"	"PHYLLO; isochorismate synthase / 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase / 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase / o-succinylbenzoate synthase [EC:5.4.4.2 2.2.1.9 4.2.99.20 4.2.1.113]"
"742"	"Rsub_01398"	"hypothetical_protein"
"743"	"Rsub_01400"	"hypothetical_protein"
"744"	"Rsub_01406"	"E3.1.3.37; sedoheptulose-bisphosphatase [EC:3.1.3.37]"
"745"	"Rsub_01409"	"hypothetical_protein"
"746"	"Rsub_01414"	"hypothetical_protein"
"747"	"Rsub_01416"	"hslO; molecular chaperone Hsp33"
"748"	"Rsub_01417"	"accB, bccP; acetyl-CoA carboxylase biotin carboxyl carrier protein"
"749"	"Rsub_01421"	"hypothetical_protein"
"750"	"Rsub_01422"	"hypothetical_protein"
"751"	"Rsub_01423"	"EIF2B2; translation initiation factor eIF-2B subunit beta"
"752"	"Rsub_01424"	"hemC, HMBS; hydroxymethylbilane synthase [EC:2.5.1.61]"
"753"	"Rsub_01427"	"PTH1, PTRH1, pth, spoVC; peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]"
"754"	"Rsub_01428"	"hypothetical_protein"
"755"	"Rsub_01429"	"CAMKK1; calcium/calmodulin-dependent protein kinase kinase 1 [EC:2.7.11.17]"
"756"	"Rsub_01430"	"hypothetical_protein"
"757"	"Rsub_01432"	"hypothetical_protein"
